Cluster,ProdCat2,Gross_Turnover,Customer_Count,Cumulative_Turnover_Sum,Cluster_Total_Turnover,Cumulative_Gross_Turnover_Pct
0,Big Data Solutions,205046.0514,21,46652929.0391,55180367.281899996,84.54624595150688
0,Telecom Expense Management,196157.2705,46,46849086.3096,55180367.281899996,84.90172975881445
0,Predictive Analytics,194854.1862,61,47043940.495799996,55180367.281899996,85.25485206625495
0,Platform as a Service (PaaS),193358.4343,40,47237298.9301,55180367.281899996,85.60526371413725
0,Mobile Device Management (MDM),191928.5237,57,47429227.4538,55180367.281899996,85.9530840226167
0,Cloud Strategy and Migration,177896.8216,45,47607124.2754,55180367.281899996,86.27547553677822
0,Research Databases,176318.8713,29,47783443.1467,55180367.281899996,86.59500742825556
0,Enterprise Mobility Management,174979.09900000002,15,47958422.2457,55180367.281899996,86.91211133245048
0,Business Communication Solutions,170823.5254,16,48129245.7711,55180367.281899996,87.22168434512601
0,Group Mobile Plans,167240.14489999998,29,48296485.916,55180367.281899996,87.52476341679224
0,Data Analytics Services,162487.5915,50,48458973.5075,55180367.281899996,87.81922972701068
0,Billing and Invoicing Services,160123.3004,42,48619096.8079,55180367.281899996,88.10941137727404
0,Contact Center Solutions,155405.0668,31,48774501.8747,55180367.281899996,88.39104246176119
0,Network Integration Services,153411.8166,20,48927913.6913,55180367.281899996,88.66906130099119
0,Remote Work Solutions,151393.2457,15,49079306.937,55180367.281899996,88.9434220078103
0,Cybersecurity Solutions,144377.4172,58,49223684.3542,55180367.281899996,89.20506835833642
0,Video on Demand (VoD),136183.9492,10,49359868.3034,55180367.281899996,89.45186618863045
0,Customer Support Services,131049.5833,10,49490917.8867,55180367.281899996,89.68935932206776
0,Secure Messaging Services,130785.5191,23,49621703.4058,55180367.281899996,89.92637390812851
0,Pay-Per-View (PPV) Services,128712.09259999999,9,49750415.4984,55180367.281899996,90.15963095033422
0,Unified Communications,119724.82430000001,6,49870140.3227,55180367.281899996,90.3766009166419
0,Learning Management Systems (LMS),119116.8794,9,49989257.2021,55180367.281899996,90.59246914164206
0,Mobile Banking Services,117921.77960000001,34,50107178.9817,55180367.281899996,90.8061715604708
0,Asset Tracking Solutions,116130.13220000001,26,50223309.1139,55180367.281899996,91.0166270864493
0,Cloud Gaming Services,115061.18620000001,26,50338370.3001,55180367.281899996,91.22514542706162
0,Public Cloud Services,113337.4734,58,50451707.7735,55180367.281899996,91.43053998853851
0,Managed Wi-Fi Services,112406.3548,36,50564114.128299996,55180367.281899996,91.63424714080473
0,Identity Verification Services,108447.414,31,50672561.5423,55180367.281899996,91.83077974713186
0,AI-Powered Customer Support,102988.8184,12,50775550.3607,55180367.281899996,92.01742007497502
0,Application Hosting Services,102412.53570000001,70,50877962.8964,55180367.281899996,92.2030160409765
0,Telematics Services,101852.43789999999,33,50979815.3343,55180367.281899996,92.38759697603925
0,Online Tutoring Services,101717.1866,17,51081532.520899996,55180367.281899996,92.57193280345474
0,Feedback Management Services,99233.1862,9,51180765.7071,55180367.281899996,92.75176702908259
0,Workforce Management Solutions,96134.3077,33,51276900.0148,55180367.281899996,92.9259853470015
0,Server Management Services,93490.5142,26,51370390.529,55180367.281899996,93.09541247988444
0,Fleet Management Solutions,92173.884,29,51462564.413,55180367.281899996,93.2624535644954
0,Teleconferencing Services,90465.2581,38,51553029.6711,55180367.281899996,93.42639821103579
0,Telemedicine Services,89807.4932,19,51642837.1643,55180367.281899996,93.58915083053397
0,Data Backup Services,88873.9311,29,51731711.0954,55180367.281899996,93.75021161261606
0,Virtual Event Hosting,88545.2861,26,51820256.3815,55180367.281899996,93.91067681149312
0,Wi-Fi Hotspots,88301.1997,24,51908557.581199996,55180367.281899996,94.070699667537
0,International Roaming Plans,87189.7108,10,51995747.292,55180367.281899996,94.22870824032265
0,Media Licensing Services,86469.80429999999,2,52082217.0963,55180367.281899996,94.38541217065034
0,Remote Learning Platforms,85748.7536,43,52167965.8499,55180367.281899996,94.54080938495653
0,Technology Advisory,84325.4704,5,52252291.3203,55180367.281899996,94.69362727029102
0,Online Health Services,84004.5652,35,52336295.8855,55180367.281899996,94.84586359878598
0,GPS Tracking Services,83813.9339,15,52420109.8194,55180367.281899996,94.99775445785153
0,Hybrid Cloud Services,83353.84300000001,6,52503463.6624,55180367.281899996,95.14881152235813
0,Fiber Optic Installation,81770.02410000001,35,52585233.6865,55180367.281899996,95.29699832887621
0,Robotics Process Automation (RPA),79647.233,8,52664880.9195,55180367.281899996,95.44133813109809
0,Infrastructure as a Service (IaaS),76494.4599,31,52741375.3794,55180367.281899996,95.57996435572834
0,Mobile Device Repair Services,73497.0824,16,52814872.4618,55180367.281899996,95.71315861669534
0,Mobile Wallet Services,73387.8124,27,52888260.2742,55180367.281899996,95.84615485433378
0,Mobile Devices (Smartphones),70694.01120000001,5,52958954.2854,55180367.281899996,95.97426928104437
0,Environmental Monitoring Services,66312.194,22,53025266.4794,55180367.281899996,96.094442808816
0,Video Conferencing Services,66037.7027,29,53091304.1821,55180367.281899996,96.21411889281636
0,Penetration Testing Services,64152.046500000004,13,53155456.2286,55180367.281899996,96.33037771757603
0,Professional Networking Platforms,63073.1561,11,53218529.3847,55180367.281899996,96.44468133534242
0,Mobile Payment Solutions,55496.496,13,53274025.8807,55180367.281899996,96.54525423605634
0,Telemetry Services,53382.2379,12,53327408.1186,55180367.281899996,96.64199559630732
0,Social Networking Platforms,52400.8896,24,53379809.0082,55180367.281899996,96.73695851913872
0,Other Content and Media,51811.6127,13,53431620.6209,55180367.281899996,96.83085353153564
0,Field Service Management,51556.862,25,53483177.4829,55180367.281899996,96.92428687484163
0,Online Communities,51527.563899999994,8,53534705.0468,55180367.281899996,97.0176671229954
0,AR Game Development,51304.373799999994,13,53586009.4206,55180367.281899996,97.11064289740062
0,Digital Workspace Solutions,50638.5086,31,53636647.9292,55180367.281899996,97.20241196508607
0,Webinar Hosting Services,47077.3061,19,53683725.2353,55180367.281899996,97.28772728359327
0,Task Management Tools,46492.7982,12,53730218.0335,55180367.281899996,97.3719833342326
0,Web Conferencing Services,45445.7926,15,53775663.8261,55180367.281899996,97.45434196074886
0,Virtual Classrooms,44119.6736,15,53819783.4997,55180367.281899996,97.53429734302206
0,eLearning Platforms,43688.4201,7,53863471.9198,55180367.281899996,97.61347119099013
0,eSports Services,42573.2377,13,53906045.1575,55180367.281899996,97.69062406219614
0,VR Game Development,42385.2896,23,53948430.4471,55180367.281899996,97.76743632657173
0,Digital ID Services,42240.05,5,53990670.4971,55180367.281899996,97.84398538211573
0,Donation Management Platforms,39842.619399999996,31,54030513.1165,55180367.281899996,97.91618972101847
0,Family Mobile Plans,39687.5697,39,54070200.6862,55180367.281899996,97.9881130728462
0,Online Gaming Services,39042.6703,8,54109243.3565,55180367.281899996,98.0588677129894
0,Programmatic Advertising,38694.3289,29,54147937.6854,55180367.281899996,98.1289910753482
0,IoT Strategy and Consulting,38421.159,13,54186358.844399996,55180367.281899996,98.198619388628
0,Video Download Services,38265.402,18,54224624.2464,55180367.281899996,98.26796543303638
0,Artificial Intelligence (AI) Solutions,37254.8036,10,54261879.05,55180367.281899996,98.33548003186038
0,Client Communication Management,37084.2621,5,54298963.3121,55180367.281899996,98.40268556876912
0,Forum Hosting Services,35865.566,4,54334828.8781,55180367.281899996,98.46768253737712
0,Crowdfunding Platforms,35000.8349,22,54369829.713,55180367.281899996,98.53111240677467
0,CRM (Customer Relationship Management),34799.8007,31,54404629.5137,55180367.281899996,98.59417795420428
0,Educational Content Services,33968.707500000004,18,54438598.2212,55180367.281899996,98.65573736232939
0,Disaster Recovery Services,33359.178,7,54471957.3992,55180367.281899996,98.71619215747344
0,Online Publishing Platforms,31980.3354,20,54503937.7346,55180367.281899996,98.77414816062328
0,Other Financial Services,31757.195700000004,7,54535694.9303,55180367.281899996,98.83169978136144
0,IoT Solutions Implementation,31598.9166,5,54567293.8469,55180367.281899996,98.88896456258077
0,Customer Loyalty Programs,31219.7882,12,54598513.6351,55180367.281899996,98.9455422726212
0,Data Add-Ons,29955.664099999998,8,54628469.2992,55180367.281899996,98.99982908797885
0,Search Engine Optimization (SEO),29844.637600000002,12,54658313.9368,55180367.281899996,99.05391469681058
0,Home Security Systems,28827.2219,3,54687141.1587,55180367.281899996,99.10615650548273
0,Access Control Solutions,28465.620199999998,14,54715606.7789,55180367.281899996,99.15774300554094
0,Multiplayer Gaming Platforms,25954.6594,27,54741561.4383,55180367.281899996,99.20477904512983
0,Call Center Outsourcing,25860.2725,6,54767421.7108,55180367.281899996,99.25164403312073
0,Cloud Storage Services,25807.9819,20,54793229.6927,55180367.281899996,99.29841425805989
0,Music Download Services,25660.3401,7,54818890.0328,55180367.281899996,99.3449169208075
0,Mobile Advertising Solutions,25596.8708,15,54844486.9036,55180367.281899996,99.39130456203003
0,Help Desk Services,24616.1519,7,54869103.0555,55180367.281899996,99.43591490645606
0,E-book Services,22973.2876,3,54892076.3431,55180367.281899996,99.47754798853148
0,Blogging Platforms,22328.9799,7,54914405.323,55180367.281899996,99.51801343122405
0,Digital Advertising Solutions,20907.2127,6,54935312.5357,55180367.281899996,99.55590229229885
0,Game Development Services,17781.197099999998,7,54953093.7328,55180367.281899996,99.58812606676044
0,Routers and Modems,17285.2209,4,54970378.9537,55180367.281899996,99.61945101393177
0,Crowdsourcing Platforms,16459.430800000002,7,54986838.3845,55180367.281899996,99.64927943228193
0,Content Streaming Services (Video),16375.405900000002,10,55003213.7904,55180367.281899996,99.67895557745207
0,Email Marketing Services,15291.234100000001,12,55018505.0245,55180367.281899996,99.70666694447122
0,Display Advertising Services,10417.5992,4,55028922.6237,55180367.281899996,99.725546121456
0,In-App Advertising Services,9982.3639,3,55038904.9876,55180367.281899996,99.7436365481634
0,News and Information Subscriptions,9837.9912,1,55048742.9788,55180367.281899996,99.76146533706894
0,Remote Workforce Solutions,9439.6504,3,55058182.6292,55180367.281899996,99.77857223733979
0,Media Distribution Services,9289.848399999999,2,55067472.4776,55180367.281899996,99.79540766062094
0,Mobile Devices (Tablets),8855.3742,11,55076327.8518,55180367.281899996,99.81145571291961
0,E-SIM Technology,8441.478,9,55084769.3298,55180367.281899996,99.82675368648488
0,Microblogging Services,7605.9033,17,55092375.2331,55180367.281899996,99.84053739919766
0,Social Media Advertising,7468.6629,3,55099843.896,55180367.281899996,99.85407239953908
0,Search Engine Marketing (SEM),6949.438099999999,6,55106793.3341,55180367.281899996,99.86666644057635
0,Chatbot Development,6815.3228,11,55113608.656899996,55180367.281899996,99.87901743266958
0,Fixed-Line Telephone Services,6580.713400000001,4,55120189.3703,55180367.281899996,99.89094325651628
0,Broadband Internet (DSL),5687.349200000001,2,55125876.7195,55180367.281899996,99.90125009113908
0,Live Streaming Services,5417.665,5,55131294.3845,55180367.281899996,99.91106819360354
0,Encrypted Communication Services,5335.586,1,55136629.9705,55180367.281899996,99.92073754932338
0,Merchant Services,4925.782,5,55141555.7525,55180367.281899996,99.92966424235323
0,Workplace Modernization,4300.2602,1,55145856.0127,55180367.281899996,99.9374573405362
0,Social Media Management,3848.9320000000002,5,55149704.9447,55180367.281899996,99.94443252426476
0,Grant Management Solutions,3769.416,1,55153474.3607,55180367.281899996,99.9512636060166
0,Time Tracking Tools,3305.7872,4,55156780.1479,55180367.281899996,99.95725448169003
0,Hosted Email Services,2751.0191,5,55159531.167,55180367.281899996,99.96223998511364
0,SIM Cards,2707.3624000000004,5,55162238.5294,55180367.281899996,99.96714637217366
0,Wearable Devices (Smartwatches),2369.1657,6,55164607.6951,55180367.281899996,99.9714398660678
0,Online Reputation Management,2336.2511999999997,3,55166943.9463,55180367.281899996,99.97567371102947
0,Website Hosting Services,2217.9541,2,55169161.9004,55180367.281899996,99.97969317340214
0,Content Marketing Services,2044.0283,4,55171205.9287,55180367.281899996,99.98339744069989
0,Satellite Communication Services,1996.15,1,55173202.0787,55180367.281899996,99.98701494108694
0,3G Services,1611.694,2,55174813.7727,55180367.281899996,99.98993571541192
0,Digital Collaboration Tools,1601.95,1,55176415.7227,55180367.281899996,99.9928388312825
0,Smart Glasses,1030.0,1,55177445.7227,55180367.281899996,99.99470543719822
0,Virtual Reality Services,603.9801,2,55178049.7028,55180367.281899996,99.99579999334155
0,VoIP (Voice Over IP) Services,602.5458,4,55178652.2486,55180367.281899996,99.99689195019084
0,Gaming Analytics Services,599.8974,3,55179252.146,55180367.281899996,99.99797910750702
0,Content Distribution Services,496.0052,1,55179748.1512,55180367.281899996,99.9988779873522
0,Domain Registration Services,428.274,1,55180176.4252,55180367.281899996,99.99965412209197
0,Order Management Systems,83.334,1,55180259.7592,55180367.281899996,99.99980514319623
0,Internet of Things (IoT) Solutions,77.896,1,55180337.6552,55180367.281899996,99.99994630934613
0,Digital Asset Management,29.6267,2,55180367.281899996,55180367.281899996,100.0
1,Mobile Plans (Postpaid),33784830.5005,118,33784830.5005,62022626.3971,54.47178306218855
1,Enterprise networking equipment,4255782.2985,33,38040612.799,62022626.3971,61.33344395228427
1,Mobile Device Management (MDM),1604807.3344,111,39645420.1334,62022626.3971,63.92089860814683
1,5G Services,1547539.9681,29,41192960.1015,62022626.3971,66.4160202403587
1,Business Communication Solutions,1356160.3505000002,41,42549120.452,62022626.3971,68.60257767798991
1,Mobile Plans (Prepaid),1208483.8685,154,43757604.3205,62022626.3971,70.55103413444932
1,Network Infrastructure Services,885636.0617,53,44643240.3822,62022626.3971,71.97895828591902
1,Sports Subscription Packages,867913.4753,27,45511153.8575,62022626.3971,73.37830804860592
1,Managed IT Services,853353.9285,70,46364507.786,62022626.3971,74.75418323814786
1,Mobile TV Services,822091.1897999999,108,47186598.9758,62022626.3971,76.07965305062655
1,News Subscription Packages,717116.179,41,47903715.1548,62022626.3971,77.23587009698099
1,4G Services,704188.9295,55,48607904.084300004,62022626.3971,78.37124434732543
1,Cloud and Hosting Services,608246.4944999999,46,49216150.5788,62022626.3971,79.35192918741217
1,Movie Subscription Packages,593544.344,35,49809694.922800004,62022626.3971,80.30890953229442
1,Infrastructure as a Service (IaaS),574409.8194,29,50384104.7422,62022626.3971,81.23503899950263
1,Software as a Service (SaaS),501721.2415,32,50885825.9837,62022626.3971,82.04397159498437
1,Wholesale Telecom Services,489114.5675,93,51374940.5512,62022626.3971,82.83257826308714
1,Family Mobile Plans,448167.14629999996,68,51823107.6975,62022626.3971,83.55516479696044
1,Robotics Process Automation (RPA),416485.5778,14,52239593.2753,62022626.3971,84.22667066827498
1,Data Center Equipment - Storage Solutions,385792.7226,10,52625385.9979,62022626.3971,84.84868999414158
1,Educational TV Channels,373438.9596,51,52998824.9575,62022626.3971,85.45079116478381
1,Broadband Internet (Fiber),333263.6313,7,53332088.5888,62022626.3971,85.98811705802521
1,Network Design Services,263269.411,71,53595357.999800004,62022626.3971,86.41259023224139
1,Digital Strategy Development,236602.50170000002,44,53831960.5015,62022626.3971,86.79406795326719
1,Network Consulting Services,236429.5993,13,54068390.1008,62022626.3971,87.17526690119024
1,Data Center Equipment - Rack Solutions,220959.03040000002,43,54289349.1312,62022626.3971,87.53152242153102
1,Private Cloud Services,218205.0534,23,54507554.1846,62022626.3971,87.8833376639281
1,Network Equipment Sales,212525.169,49,54720079.3536,62022626.3971,88.22599514450513
1,Network switches,207988.7827,38,54928068.1363,62022626.3971,88.56133854220059
1,Cybersecurity Solutions,192682.9081,73,55120751.0444,62022626.3971,88.87200405137517
1,Data Analytics Services,172779.0311,50,55293530.075500004,62022626.3971,89.15057824459586
1,Network Maintenance Services,168472.7334,30,55462002.8089,62022626.3971,89.42220933019573
1,GPS Tracking Services,165079.1628,29,55627081.9717,62022626.3971,89.68836891160893
1,Carrier Services,162060.9347,41,55789142.9064,62022626.3971,89.94966215911253
1,Environmental Monitoring Services,161552.9263,27,55950695.8327,62022626.3971,90.21013633714178
1,International Roaming Plans,156874.59230000002,13,56107570.425000004,62022626.3971,90.46306756790847
1,Kids Entertainment Packages,151708.2434,50,56259278.668400005,62022626.3971,90.70766901775467
1,Network Security Solutions,144259.597,61,56403538.2654,62022626.3971,90.94026090458702
1,Application Hosting Services,142377.28399999999,86,56545915.5494,62022626.3971,91.16981791026497
1,Network Monitoring Services,132378.3626,32,56678293.912,62022626.3971,91.38325350673978
1,Artificial Intelligence (AI) Solutions,131047.925,6,56809341.837,62022626.3971,91.59454401894894
1,Interactive TV Services,126842.441,20,56936184.278,62022626.3971,91.7990539669603
1,Premium TV Channels,126641.474,69,57062825.752000004,62022626.3971,92.00323989289834
1,Data Warehousing,126090.2612,21,57188916.0132,62022626.3971,92.20653709026742
1,Cloud-native Development,125535.56569999999,50,57314451.5789,62022626.3971,92.40893994385871
1,Data Add-Ons,125107.5142,9,57439559.093100004,62022626.3971,92.61065264367087
1,Identity Verification Services,124884.0171,31,57564443.1102,62022626.3971,92.81200499579545
1,Managed Wi-Fi Services,117972.5122,38,57682415.6224,62022626.3971,93.00221382610954
1,Workforce Management Solutions,116336.8821,30,57798752.5045,62022626.3971,93.18978550576585
1,Technology Advisory,113057.56349999999,5,57911810.068,62022626.3971,93.37206989142884
1,Data Center Equipment - Servers,112961.3577,37,58024771.4257,62022626.3971,93.55419916305426
1,Platform as a Service (PaaS),106340.0681,27,58131111.4938,62022626.3971,93.72565283129971
1,Network Integration Services,104490.1324,13,58235601.6262,62022626.3971,93.8941238207915
1,Smart TV Services,100076.0862,52,58335677.712400004,62022626.3971,94.05547797815865
1,Wi-Fi Calling Services,96811.6423,8,58432489.3547,62022626.3971,94.21156882423175
1,Penetration Testing Services,91802.8424,8,58524292.1971,62022626.3971,94.3595839079727
1,Fleet Management Solutions,89694.7779,24,58613986.975,62022626.3971,94.5042001280691
1,Video on Demand (VoD),83245.063,11,58697232.038,62022626.3971,94.63841737721786
1,Cloud PBX Services,82408.2994,14,58779640.337400004,62022626.3971,94.77128550000967
1,Predictive Analytics,82328.2913,64,58861968.6287,62022626.3971,94.90402462455575
1,Smart City Solutions,80655.8989,47,58942624.5276,62022626.3971,95.03406732604279
1,Public Cloud Services,79996.7516,41,59022621.2792,62022626.3971,95.16304727456645
1,Group Mobile Plans,76072.4057,34,59098693.6849,62022626.3971,95.28569994201872
1,Virtual Event Hosting,75887.7443,24,59174581.4292,62022626.3971,95.40805487715825
1,Telematics Services,73853.5772,23,59248435.006400004,62022626.3971,95.52713009452674
1,Big Data Solutions,73591.4768,20,59322026.4832,62022626.3971,95.6457827235348
1,Mobile Advertising Solutions,71251.391,15,59393277.8742,62022626.3971,95.7606623975167
1,Over-the-Top (OTT) Services,69034.419,40,59462312.2932,62022626.3971,95.87196761467729
1,IoT Solutions Implementation,68424.9141,6,59530737.2073,62022626.3971,95.98229011805196
1,Disaster Recovery Services,66559.4078,12,59597296.615100004,62022626.3971,96.08960483796378
1,Cloud Strategy and Migration,66278.991,43,59663575.6061,62022626.3971,96.19646743771189
1,Internet of Things (IoT) Solutions,64109.1832,3,59727684.7893,62022626.3971,96.29983162417756
1,Research Databases,62811.2748,18,59790496.0641,62022626.3971,96.40110317368892
1,Cloud Storage Services,62764.7828,27,59853260.8469,62022626.3971,96.5022997634595
1,Server Management Services,60324.8067,22,59913585.6536,62022626.3971,96.59956234359238
1,Fiber Optic Installation,59641.646100000005,37,59973227.2997,62022626.3971,96.69572345376231
1,TV and Entertainment Packages,59051.8846,1,60032279.1843,62022626.3971,96.79093368272281
1,International TV Channels,58938.4483,11,60091217.6326,62022626.3971,96.8859610166552
1,Billing and Invoicing Services,58635.4465,38,60149853.0791,62022626.3971,96.98049981629354
1,Field Service Management,57880.6475,29,60207733.7266,62022626.3971,97.07382164231461
1,Digital Workspace Solutions,56325.477100000004,39,60264059.2037,62022626.3971,97.16463604404501
1,Web Conferencing Services,55744.7517,17,60319803.9554,62022626.3971,97.25451413360395
1,Unified Communications,55405.7318,5,60375209.6872,62022626.3971,97.34384561635231
1,AI-Powered Customer Support,52816.4457,8,60428026.1329,62022626.3971,97.42900235473653
1,Merchant Services,49697.6456,10,60477723.7785,62022626.3971,97.50913060548459
1,Mobile Device Repair Services,49547.0597,12,60527270.8382,62022626.3971,97.5890160643537
1,eLearning Platforms,49036.592300000004,6,60576307.4305,62022626.3971,97.66807848906632
1,Machine Learning Solutions,48451.2033,26,60624758.6338,62022626.3971,97.7461970824161
1,Media Distribution Services,47471.1256,8,60672229.7594,62022626.3971,97.82273548196092
1,Telecom Expense Management,42562.1795,39,60714791.9389,62022626.3971,97.8913591149356
1,Enterprise Mobility Management,41524.763999999996,8,60756316.7029,62022626.3971,97.95831010752035
1,In-App Advertising Services,38259.6367,8,60794576.339600004,62022626.3971,98.01999668695517
1,Secure Messaging Services,38252.6104,23,60832828.95,62022626.3971,98.08167193778232
1,Contact Center Solutions,38231.031,26,60871059.981,62022626.3971,98.14331239582295
1,Video Download Services,37941.873999999996,14,60909001.855000004,62022626.3971,98.20448664174585
1,Wi-Fi Hotspots,37465.7018,20,60946467.5568,62022626.3971,98.26489314817162
1,Digital ID Services,37165.6124,10,60983633.1692,62022626.3971,98.32481581600908
1,Feedback Management Services,36664.475600000005,5,61020297.6448,62022626.3971,98.38393049355474
1,Hybrid Cloud Services,32728.285,3,61053025.929800004,62022626.3971,98.43669879264363
1,Live Streaming Services,32493.6891,7,61085519.6189,62022626.3971,98.48908884928514
1,Access Control Solutions,32480.5664,13,61118000.1853,62022626.3971,98.54145774800291
1,Remote Learning Platforms,31379.3184,35,61149379.5037,62022626.3971,98.59205108824474
1,Teleconferencing Services,30883.878,38,61180263.3817,62022626.3971,98.64184562258494
1,Crowdfunding Platforms,30827.2837,19,61211090.6654,62022626.3971,98.69154890909626
1,Online Publishing Platforms,28655.6485,24,61239746.3139,62022626.3971,98.73775083598103
1,Local TV Channels,28497.3687,11,61268243.6826,62022626.3971,98.78369756599783
1,Cloud Gaming Services,28015.3273,22,61296259.0099,62022626.3971,98.82886709351935
1,Remote Work Solutions,27723.202999999998,16,61323982.2129,62022626.3971,98.87356562470133
1,Data Backup Services,26546.8223,25,61350529.0352,62022626.3971,98.91636745984135
1,Video Conferencing Services,23913.5287,34,61374442.5639,62022626.3971,98.9549235966726
1,Pay-Per-View (PPV) Services,23302.321,6,61397744.8849,62022626.3971,98.99249427426824
1,Customer Support Services,23205.7371,13,61420950.622,62022626.3971,99.02990922821009
1,Customer Loyalty Programs,22408.8238,12,61443359.4458,62022626.3971,99.06603930702444
1,Asset Tracking Solutions,22352.8218,17,61465712.2676,62022626.3971,99.10207909298397
1,Telemedicine Services,21931.5573,18,61487643.8249,62022626.3971,99.13743966794509
1,Mobile Banking Services,19755.703,38,61507399.5279,62022626.3971,99.16929208076218
1,Mobile Wallet Services,19244.2551,8,61526643.783,62022626.3971,99.20031987854809
1,Webinar Hosting Services,18992.8366,9,61545636.6196,62022626.3971,99.23094231055926
1,VR Game Development,18807.6887,23,61564444.3083,62022626.3971,99.26126622586654
1,Programmatic Advertising,18511.0784,23,61582955.386700004,62022626.3971,99.29111191198999
1,Call Center Outsourcing,18265.7599,6,61601221.1466,62022626.3971,99.32056206745914
1,Professional Networking Platforms,17979.1186,13,61619200.265200004,62022626.3971,99.34955006691096
1,eSports Services,17692.358500000002,6,61636892.6237,62022626.3971,99.37807571880246
1,Educational Content Services,16049.9316,6,61652942.5553,62022626.3971,99.40395326145477
1,CRM (Customer Relationship Management),16035.5852,20,61668978.1405,62022626.3971,99.42980767319371
1,Multiplayer Gaming Platforms,15768.6541,38,61684746.7946,62022626.3971,99.45523170796295
1,Telemetry Services,15540.407,6,61700287.2016,62022626.3971,99.4802877365492
1,Business Intelligence (BI) Tools,15179.2396,3,61715466.4412,62022626.3971,99.50476144958228
1,Chatbot Development,14481.6373,10,61729948.0785,62022626.3971,99.5281104080854
